age,education,gender,vision_impairment,stimulusName,rationale,stimulusOrder,designName,designCost,rank,designOrder,userKey,compTime,tunedCost,excluded
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,"The best transition here is able to show the adjustment of the figures on the side more smoothly, while also representing the fact that the different points are being averaged together. It does this by showing them move into an average point before turning to graphs. The worst animation almost makes it look like the numbers are being adjusted. The data points move towards a common point, but they do this at the same time the graph adjusts. Then the overall top part of each bar is pulled upwards. This makes it look like something is being manipulated in the data, as the eyes are not focusing on the graph adjusting, instead they are looking at the points averaging. This makes it confusing and seem like something is being done that is incorrect. ",2,stage3-rank1,0.87229,4,1,2xLITuM3igTsVSJLf8I4VXwv0MM2,252170,1.29883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"The best chart is able to transition the numbers on the y axis at the same time the graphs move. This makes it seem smoother and more natural. Also, the names on the x axis move at the same time as the bars move. The worst graph moves the data by itself, and leaves the names behind till afterwards. This makes it seem like the data that is being matched with the names is random. It just does not appear genuine, and looks like something is going wrong.",3,stage1-rank1,0.36439,1,3,2xLITuM3igTsVSJLf8I4VXwv0MM2,169560,0.04096,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"The best chart is able to transition the numbers on the y axis at the same time the graphs move. This makes it seem smoother and more natural. Also, the names on the x axis move at the same time as the bars move. The worst graph moves the data by itself, and leaves the names behind till afterwards. This makes it seem like the data that is being matched with the names is random. It just does not appear genuine, and looks like something is going wrong.",3,stage2-rank1,0.22139,2,1,2xLITuM3igTsVSJLf8I4VXwv0MM2,169560,0.47506,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"The best chart is able to transition the numbers on the y axis at the same time the graphs move. This makes it seem smoother and more natural. Also, the names on the x axis move at the same time as the bars move. The worst graph moves the data by itself, and leaves the names behind till afterwards. This makes it seem like the data that is being matched with the names is random. It just does not appear genuine, and looks like something is going wrong.",3,stage2-rank2,1.39426,3,4,2xLITuM3igTsVSJLf8I4VXwv0MM2,169560,1.57981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"The best chart is able to transition the numbers on the y axis at the same time the graphs move. This makes it seem smoother and more natural. Also, the names on the x axis move at the same time as the bars move. The worst graph moves the data by itself, and leaves the names behind till afterwards. This makes it seem like the data that is being matched with the names is random. It just does not appear genuine, and looks like something is going wrong.",3,stage2-rank3,2.46565,4,2,2xLITuM3igTsVSJLf8I4VXwv0MM2,169560,2.90487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"The best chart is able to transition the numbers on the y axis at the same time the graphs move. This makes it seem smoother and more natural. Also, the names on the x axis move at the same time as the bars move. The worst graph moves the data by itself, and leaves the names behind till afterwards. This makes it seem like the data that is being matched with the names is random. It just does not appear genuine, and looks like something is going wrong.",3,stage3-rank1,0.48871,5,0,2xLITuM3igTsVSJLf8I4VXwv0MM2,169560,1.24883,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 1,"Most of the charts looked almost the exact same to me. However, the first one seemed to better fit the data in the way it moved. The one I ranked last didn't seem to represent the data at all.",0,stage1-rank1,0.11439,5,3,3DiC2L2wquZOiLPXDdZjD6bw31z1,352671,0,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 1,"Most of the charts looked almost the exact same to me. However, the first one seemed to better fit the data in the way it moved. The one I ranked last didn't seem to represent the data at all.",0,stage2-rank1,0,1,0,3DiC2L2wquZOiLPXDdZjD6bw31z1,352671,0.15487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 1,"Most of the charts looked almost the exact same to me. However, the first one seemed to better fit the data in the way it moved. The one I ranked last didn't seem to represent the data at all.",0,stage2-rank2,0.41565,3,4,3DiC2L2wquZOiLPXDdZjD6bw31z1,352671,0.85487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 1,"Most of the charts looked almost the exact same to me. However, the first one seemed to better fit the data in the way it moved. The one I ranked last didn't seem to represent the data at all.",0,stage2-rank3,0.91565,4,1,3DiC2L2wquZOiLPXDdZjD6bw31z1,352671,1.35487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 1,"Most of the charts looked almost the exact same to me. However, the first one seemed to better fit the data in the way it moved. The one I ranked last didn't seem to represent the data at all.",0,stage3-rank1,0.08484,2,2,3DiC2L2wquZOiLPXDdZjD6bw31z1,352671,0.69883,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 4,Again most of them looked almost the same. I picked the one that I saw represented the most gradual change.,1,stage1-rank1,1.01439,3,3,3DiC2L2wquZOiLPXDdZjD6bw31z1,155365,0.39096,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 4,Again most of them looked almost the same. I picked the one that I saw represented the most gradual change.,1,stage2-rank1,0.74426,1,2,3DiC2L2wquZOiLPXDdZjD6bw31z1,155365,0.92981,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 4,Again most of them looked almost the same. I picked the one that I saw represented the most gradual change.,1,stage2-rank2,1.11565,2,0,3DiC2L2wquZOiLPXDdZjD6bw31z1,155365,1.25487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 4,Again most of them looked almost the same. I picked the one that I saw represented the most gradual change.,1,stage2-rank3,1.64426,5,1,3DiC2L2wquZOiLPXDdZjD6bw31z1,155365,1.52981,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 4,Again most of them looked almost the same. I picked the one that I saw represented the most gradual change.,1,stage3-rank1,0.87229,4,4,3DiC2L2wquZOiLPXDdZjD6bw31z1,155365,1.29883,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 2,The one I chose represented the data the best with a slow and start and then quick growth,2,stage1-rank1,0.11439,1,2,3DiC2L2wquZOiLPXDdZjD6bw31z1,322916,0,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 2,The one I chose represented the data the best with a slow and start and then quick growth,2,stage2-rank1,0,3,4,3DiC2L2wquZOiLPXDdZjD6bw31z1,322916,0.15487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 2,The one I chose represented the data the best with a slow and start and then quick growth,2,stage2-rank2,0.41565,4,3,3DiC2L2wquZOiLPXDdZjD6bw31z1,322916,0.85487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 2,The one I chose represented the data the best with a slow and start and then quick growth,2,stage2-rank3,0.91565,2,0,3DiC2L2wquZOiLPXDdZjD6bw31z1,322916,1.35487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 2,The one I chose represented the data the best with a slow and start and then quick growth,2,stage3-rank1,0,5,1,3DiC2L2wquZOiLPXDdZjD6bw31z1,322916,0.69883,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 3,All of them looked good but the one I picked seemed more clear than the others. ,3,stage1-rank1,0.36439,2,2,3DiC2L2wquZOiLPXDdZjD6bw31z1,133082,0.04096,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 3,All of them looked good but the one I picked seemed more clear than the others. ,3,stage2-rank1,0.22139,4,1,3DiC2L2wquZOiLPXDdZjD6bw31z1,133082,0.47506,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 3,All of them looked good but the one I picked seemed more clear than the others. ,3,stage2-rank2,1.39426,1,4,3DiC2L2wquZOiLPXDdZjD6bw31z1,133082,1.57981,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 3,All of them looked good but the one I picked seemed more clear than the others. ,3,stage2-rank3,2.46565,5,0,3DiC2L2wquZOiLPXDdZjD6bw31z1,133082,2.90487,FALSE
25-34,"Some college, no degree",Female,no,Stimulus 3,All of them looked good but the one I picked seemed more clear than the others. ,3,stage3-rank1,0.48871,3,3,3DiC2L2wquZOiLPXDdZjD6bw31z1,133082,1.24883,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 1,"Honestly they are all pretty similar, none of them stand out as very bad or very good relative to each other.",0,stage1-rank1,0.11439,1,4,4ZHme47kQchBfP9kqPOsRySJNPq2,262410,0,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 1,"Honestly they are all pretty similar, none of them stand out as very bad or very good relative to each other.",0,stage2-rank1,0,2,0,4ZHme47kQchBfP9kqPOsRySJNPq2,262410,0.15487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 1,"Honestly they are all pretty similar, none of them stand out as very bad or very good relative to each other.",0,stage2-rank2,0.41565,5,3,4ZHme47kQchBfP9kqPOsRySJNPq2,262410,0.85487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 1,"Honestly they are all pretty similar, none of them stand out as very bad or very good relative to each other.",0,stage2-rank3,0.91565,3,2,4ZHme47kQchBfP9kqPOsRySJNPq2,262410,1.35487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 1,"Honestly they are all pretty similar, none of them stand out as very bad or very good relative to each other.",0,stage3-rank1,0.08484,4,1,4ZHme47kQchBfP9kqPOsRySJNPq2,262410,0.69883,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 3,"Again they are all so similar, I'm not sure what I can possibly point out about them that makes them better or worse.  This is the order I prefer them in.",1,stage1-rank1,0.36439,5,2,4ZHme47kQchBfP9kqPOsRySJNPq2,132810,0.04096,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 3,"Again they are all so similar, I'm not sure what I can possibly point out about them that makes them better or worse.  This is the order I prefer them in.",1,stage2-rank1,0.22139,4,0,4ZHme47kQchBfP9kqPOsRySJNPq2,132810,0.47506,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 3,"Again they are all so similar, I'm not sure what I can possibly point out about them that makes them better or worse.  This is the order I prefer them in.",1,stage2-rank2,1.39426,3,1,4ZHme47kQchBfP9kqPOsRySJNPq2,132810,1.57981,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 3,"Again they are all so similar, I'm not sure what I can possibly point out about them that makes them better or worse.  This is the order I prefer them in.",1,stage2-rank3,2.46565,1,3,4ZHme47kQchBfP9kqPOsRySJNPq2,132810,2.90487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 3,"Again they are all so similar, I'm not sure what I can possibly point out about them that makes them better or worse.  This is the order I prefer them in.",1,stage3-rank1,0.48871,2,4,4ZHme47kQchBfP9kqPOsRySJNPq2,132810,1.24883,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 4,I like my rank 1 because it's fast and smooth.  3-5 are basically the same but 5 is a bit slower than the rest.,2,stage1-rank1,1.01439,5,2,4ZHme47kQchBfP9kqPOsRySJNPq2,108242,0.39096,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 4,I like my rank 1 because it's fast and smooth.  3-5 are basically the same but 5 is a bit slower than the rest.,2,stage2-rank1,0.74426,3,0,4ZHme47kQchBfP9kqPOsRySJNPq2,108242,0.92981,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 4,I like my rank 1 because it's fast and smooth.  3-5 are basically the same but 5 is a bit slower than the rest.,2,stage2-rank2,1.11565,2,3,4ZHme47kQchBfP9kqPOsRySJNPq2,108242,1.25487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 4,I like my rank 1 because it's fast and smooth.  3-5 are basically the same but 5 is a bit slower than the rest.,2,stage2-rank3,1.64426,4,1,4ZHme47kQchBfP9kqPOsRySJNPq2,108242,1.52981,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 4,I like my rank 1 because it's fast and smooth.  3-5 are basically the same but 5 is a bit slower than the rest.,2,stage3-rank1,0.87229,1,4,4ZHme47kQchBfP9kqPOsRySJNPq2,108242,1.29883,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 2,I like my rank 1 because it shows the blank space the graph is going to fill.  I don't like the ones where the screen zooms out at the same time as the lines expand.,3,stage1-rank1,0.11439,2,3,4ZHme47kQchBfP9kqPOsRySJNPq2,216490,0,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 2,I like my rank 1 because it shows the blank space the graph is going to fill.  I don't like the ones where the screen zooms out at the same time as the lines expand.,3,stage2-rank1,0,1,4,4ZHme47kQchBfP9kqPOsRySJNPq2,216490,0.15487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 2,I like my rank 1 because it shows the blank space the graph is going to fill.  I don't like the ones where the screen zooms out at the same time as the lines expand.,3,stage2-rank2,0.41565,5,0,4ZHme47kQchBfP9kqPOsRySJNPq2,216490,0.85487,FALSE
25-34,High school graduate (or equivalent),Male,no,Stimulus 2,I like my rank 1 because it shows the blank space the graph is going to fill.  I don't like the ones where the screen zooms out at the same time as the lines expand.,3,stage2-rank3,0.91565,4,1,4ZHme47kQchBfP9kqPOsRySJNPq2,216490,1.35487,FALSE
